ID,Year,Month,Day,Hour,Minute,Second,Millisecond,Brightness,Temperature,Humidity,x Accel,y Accel,z Accel,x Gyro,y Gyro,z Gyro
0,2017,11,29,0,24,53,1273,783.0,17.6,56.0,3564.0,4168.0,16400.0,-348.0,96.0,74.0
1,2017,11,29,0,24,54,2489,782.0,17.6,56.0,3596.0,4244.0,16488.0,-354.0,85.0,76.0
2,2017,11,29,0,24,55,3099,782.0,17.6,56.0,3492.0,4316.0,16416.0,-357.0,87.0,68.0
3,2017,11,29,0,24,55,3708,782.0,17.6,56.0,3540.0,4244.0,16392.0,-362.0,72.0,76.0
4,2017,11,29,0,24,56,4317,783.0,17.6,56.0,3552.0,4204.0,16204.0,-340.0,87.0,74.0
5,2017,11,29,0,24,56,4922,782.0,17.6,56.0,3552.0,4188.0,16416.0,-366.0,72.0,74.0
6,2017,11,29,0,24,57,5532,782.0,17.6,56.0,3472.0,4264.0,16564.0,-369.0,85.0,75.0
7,2017,11,29,0,24,58,6139,781.0,17.6,56.0,3472.0,4188.0,16376.0,-346.0,80.0,90.0
8,2017,11,29,0,24,58,6743,782.0,17.6,56.0,3524.0,4216.0,16392.0,-352.0,63.0,63.0
9,2017,11,29,0,24,59,7349,780.0,17.6,56.0,3528.0,4168.0,16480.0,-363.0,72.0,56.0
10,2017,11,29,0,24,59,7958,781.0,17.6,56.0,3572.0,4260.0,16348.0,-360.0,91.0,70.0
11,2017,11,29,0,25,0,8567,782.0,17.6,56.0,3580.0,4260.0,16316.0,-367.0,66.0,79.0
12,2017,11,29,0,25,1,9183,781.0,17.6,56.0,3484.0,4304.0,16308.0,-366.0,65.0,82.0
13,2017,11,29,0,25,1,9789,781.0,17.6,56.0,3380.0,4204.0,16216.0,-349.0,76.0,60.0
14,2017,11,29,0,25,2,10396,782.0,17.6,56.1,3440.0,4240.0,16408.0,-356.0,73.0,77.0
15,2017,11,29,0,25,3,11001,781.0,17.6,56.1,3484.0,4212.0,16312.0,-359.0,100.0,80.0
16,2017,11,29,0,25,3,11616,781.0,17.6,56.1,3520.0,4216.0,16384.0,-366.0,80.0,81.0
17,2017,11,29,0,25,4,12221,781.0,17.6,56.1,3580.0,4212.0,16340.0,-359.0,81.0,72.0
18,2017,11,29,0,25,4,12829,781.0,17.6,56.1,3572.0,4312.0,16464.0,-356.0,63.0,50.0
19,2017,11,29,0,25,5,13431,780.0,17.6,56.1,3412.0,4176.0,16244.0,-355.0,86.0,94.0
20,2017,11,29,0,25,6,14042,781.0,17.6,56.1,3584.0,4296.0,16340.0,-359.0,44.0,72.0
21,2017,11,29,0,25,6,14651,780.0,17.6,56.2,3516.0,4208.0,16120.0,-368.0,55.0,66.0
22,2017,11,29,0,25,7,15256,780.0,17.6,56.2,3500.0,4236.0,16360.0,-360.0,73.0,90.0
23,2017,11,29,0,25,7,15863,780.0,17.6,56.2,3596.0,4208.0,16460.0,-348.0,80.0,57.0
24,2017,11,29,0,25,8,16472,780.0,17.6,56.2,3636.0,4208.0,16292.0,-357.0,62.0,70.0
25,2017,11,29,0,25,9,17078,780.0,17.6,56.3,3472.0,4232.0,16200.0,-373.0,77.0,70.0
26,2017,11,29,0,25,9,17687,779.0,17.6,56.3,3532.0,4288.0,16304.0,-372.0,45.0,62.0
27,2017,11,29,0,25,10,18292,779.0,17.6,56.3,3572.0,4212.0,16472.0,-354.0,89.0,72.0
